name,url,address
Capital Prep (Cp) Harlem Charter,https://www.greatschools.org/new-york/new-york/18217-Capital-Prep-Cp-Harlem-Charter/,"5041 MADISON AVE, New York, NY, 10035
�
1
(1 Reviews)"
Leadership And Public Service High School,https://www.greatschools.org/new-york/new-york/1830-Leadership-And-Public-Service-High-School/,"90 Trinity Place, New York, NY, 10006
�
2.5
(2 Reviews)"
East Side Community School,https://www.greatschools.org/new-york/new-york/1831-East-Side-Community-School/,"420 East 12th Street, New York, NY, 10009
�
3.9
(15 Reviews)"
High School Of Economics And Finance,https://www.greatschools.org/new-york/new-york/1832-High-School-Of-Economics-And-Finance/,"100 Trinity Place, New York, NY, 10006
�
3
(4 Reviews)"
Robert F Kennedy Community High School,https://www.greatschools.org/new-york/queens/1873-Robert-F-Kennedy-Community-High-School/,"75-40 Parsons Boulevard, Queens, NY, 11366
�
4.1
(8 Reviews)"
Gregorio Luperon High School for Science and Mathematics,https://www.greatschools.org/new-york/new-york/1880-Gregorio-Luperon-High-School-For-Science-And-Mathematics/,"501 West 165th Street, New York, NY, 10032
�
2.3
(3 Reviews)"
Health Arts Robotics and Technology High School,https://www.greatschools.org/new-york/queens/1909-Humanities-And-Arts-Magnet-High-School/,"207-01 116TH AVE, Queens, NY, 11411
�
4.3
(3 Reviews)"
Repertory Company High School for Theatre Arts,https://www.greatschools.org/new-york/new-york/1914-Repertory-Company-High-School-For-Theatre-Arts/,"123 West 43rd Street, New York, NY, 10036
�
3.6
(17 Reviews)"
August Martin High School,https://www.greatschools.org/new-york/queens/1932-August-Martin-High-School/,"156-10 BAISLEY BLVD, Queens, NY, 11434
�
4
(1 Reviews)"
High School of Telecommunication Arts and Technology,https://www.greatschools.org/new-york/brooklyn/1935-High-School-Of-Telecommunications-Arts-And-Technol/,"350 67th Street, Brooklyn, NY, 11220
�
4.1
(14 Reviews)"
Benjamin N Cardozo High School,https://www.greatschools.org/new-york/queens/1938-Benjamin-N-Cardozo-High-School/,"57-00 223RD ST, Queens, NY, 11364
�
3.1
(18 Reviews)"
Dewitt Clinton High School,https://www.greatschools.org/new-york/bronx/1952-Dewitt-Clinton-High-School/,"100 W MOSHOLU PKWY S, The Bronx, NY, 10468
�
3
(4 Reviews)"
Forest Hills High School,https://www.greatschools.org/new-york/queens/1960-Forest-Hills-High-School/,"67-01 110th Street, Queens, NY, 11375
�
3.6
(14 Reviews)"
Thomas A Edison Career And Technical High School,https://www.greatschools.org/new-york/queens/2800-Thomas-A-Edison-Career-And-Technical-High-School/,"165-65 84th Avenue, Queens, NY, 11432
�
2.6
(5 Reviews)"
Humanities Preparatory Academy,https://www.greatschools.org/new-york/new-york/2811-Humanities-Preparatory-Academy/,"351 West 18th Street, New York, NY, 10011
�
4.3
(6 Reviews)"
Young Women's Leadership School,https://www.greatschools.org/new-york/new-york/2812-Young-Womens-Leadership-School/,"140 West 102nd Street, New York, NY, 10025
�
4.8
(4 Reviews)"
North Babylon High School,https://www.greatschools.org/new-york/north-babylon/3018-North-Babylon-High-School/,"1 Phelps Lane, North Babylon, NY, 11703
�
3.3
(8 Reviews)"
Brewster High School,https://www.greatschools.org/new-york/brewster/313-Brewster-High-School/,"50 Foggintown Road, Brewster, NY, 10509
�
4.9
(7 Reviews)"
White Plains Senior High School,https://www.greatschools.org/new-york/white-plains/4095-White-Plains-Senior-High-School/,"550 North Street, White Plains, NY, 10605
�
2.9
(11 Reviews)"
Gorton High School,https://www.greatschools.org/new-york/yonkers/4154-Gorton-High-School/,"100 Shonnard Place, Yonkers, NY, 10703
�
3.2
(5 Reviews)"
Yonkers High School,https://www.greatschools.org/new-york/yonkers/4181-Yonkers-High-School/,"150 Rockland Avenue, Yonkers, NY, 10705
�
4.7
(12 Reviews)"
Madison High School,https://www.greatschools.org/new-jersey/madison/1052-Madison-High-School/,"170 Ridgedale Avenue, Madison, NJ, 07940
�
4.4
(11 Reviews)"
Bergenfield High School,https://www.greatschools.org/new-jersey/bergenfield/108-Bergenfield-High-School/,"80 South Prospect Avenue, Bergenfield, NJ, 07621
�
4.5
(10 Reviews)"
Manasquan High School,https://www.greatschools.org/new-jersey/manasquan/1086-Manasquan-High-School/,"167 Broad Street, Manasquan, NJ, 08736
�
4.3
(6 Reviews)"
Perth Amboy Vocational School,https://www.greatschools.org/new-jersey/perth-amboy/1157-Perth-Amboy-Vocational-School/,"457 High Street, Perth Amboy, NJ, 08861
�
5
(1 Reviews)"
Middletown - North High School,https://www.greatschools.org/new-jersey/middletown/1160-Middletown---North-High-School/,"63 TINDALL ROAD, Middletown Township, NJ, 07748
�
3.3
(6 Reviews)"
Morris Hills High School,https://www.greatschools.org/new-jersey/rockaway/1245-Morris-Hills-High-School/,"520 West Main Street, Rockaway, NJ, 07866
�
4.4
(5 Reviews)"
Morris Knolls High School,https://www.greatschools.org/new-jersey/rockaway/1246-Morris-Knolls-High-School/,"50 Knoll Drive, Rockaway, NJ, 07866
�
4.4
(5 Reviews)"
Mt Olive High School,https://www.greatschools.org/new-jersey/mount-olive-township/1272-Mt--Olive-High-School/,"18 COREY ROAD, Mount Olive, NJ, 07836
�
3.4
(10 Reviews)"
New Milford High School,https://www.greatschools.org/new-jersey/new-milford/1306-New-Milford-High-School/,"330 River Road, New Milford, NJ, 07646
�
3.3
(4 Reviews)"
North Hunterdon Reg High School,https://www.greatschools.org/new-jersey/clinton-township/1419-North-Hunterdon-Reg-High-School/,"1445 State Route 31, Clinton Township, NJ, 08801
�
3.8
(9 Reviews)"
N Burl Co Reg High School,https://www.greatschools.org/new-jersey/mansfield/1427-N-Burl-Co-Reg-High-School/,"160 MANSFIELD ROAD EAST, Mansfield, NJ, 08022
�
3.5
(12 Reviews)"
Parsippany High School,https://www.greatschools.org/new-jersey/parsippany_troy-hills/1502-Parsippany-High-School/,"309 Baldwin Rd, Parsippany-Troy Hills, NJ, 07054
�
4.8
(5 Reviews)"
Parsippany Hills High School,https://www.greatschools.org/new-jersey/morris-plains/1503-Parsippany-Hills-High-School/,"20 Rita Drive, Morris Plains, NJ, 07950
�
5
(1 Reviews)"
Bogota Jr Sr High School,https://www.greatschools.org/new-jersey/bogota/153-Bogota-Jr---Sr--High-School/,"2 Henry C Luthin Place, Bogota, NJ, 07603
�
2.6
(8 Reviews)"
Princeton High School,https://www.greatschools.org/new-jersey/princeton/1681-Princeton-High-School/,"151 Moore Street, Princeton, NJ, 08540
�
4
(19 Reviews)"
Indian Hills High School,https://www.greatschools.org/new-jersey/oakland/1694-Indian-Hills-High-School/,"97 Yawpo Avenue, Oakland, NJ, 07436"
Randolph High School,https://www.greatschools.org/new-jersey/randolph/1703-Randolph-High-School/,"511 Millbrook Avenue, Randolph, NJ, 07869
�
3.6
(11 Reviews)"
Shore Regional High School,https://www.greatschools.org/new-jersey/west-long-branch/1834-Shore-Reg-High-School/,"132 MONMOUTH PARK HIGHWAY 36, West Long Branch, NJ, 07764
�
4.1
(10 Reviews)"
South Brunswick High School,https://www.greatschools.org/new-jersey/south-brunswick-township/1851-South-Brunswick-High-School/,"750 RIDGE ROAD, South Brunswick Township, NJ, 08852
�
2.7
(18 Reviews)"
Bridgewater Raritan High School,https://www.greatschools.org/new-jersey/bridgewater-township/192-Brdgwtr--Raritn-High-School/,"600 Garretson Road, Bridgewater, NJ, 08807
�
3.5
(17 Reviews)"
Bernards High School,https://www.greatschools.org/new-jersey/bernardsville/20-Bernards-High-School/,"25 Olcott Avenue, Bernardsville, NJ, 07924
�
4
(10 Reviews)"
Watchung Hills Regional High School,https://www.greatschools.org/new-jersey/warren/2120-Watchung-Hills-Reg-High-School/,"108 Stirling Road, Warren, NJ, 07059
�
3.7
(11 Reviews)"
Wayne Valley High School,https://www.greatschools.org/new-jersey/wayne/2124-Wayne-Valley-High-School/,"551 Valley Road, Wayne, NJ, 07470
�
3
(6 Reviews)"
West Winsdor Plainsboro North,https://www.greatschools.org/new-jersey/plainsboro-township/2189-Wwindsor--Plainsboro-North/,"90 GROVERS MILL ROAD, Plainsboro Township, NJ, 08536
�
3.7
(18 Reviews)"
Westwood Junior Senior High School,https://www.greatschools.org/new-jersey/township-of-washington/2208-Westwood-Junior--Senior-High-School/,"701 Ridgewood Road, Township of Washington, NJ, 07676
�
3.7
(3 Reviews)"
Warren County Institute Vocational School,https://www.greatschools.org/new-jersey/washington/2218-Warren-County-Institute-Vocational-School/,"1500 New Jersey 57, Washington, NJ, 07882
�
1
(1 Reviews)"
James Caldwell High School,https://www.greatschools.org/new-jersey/west-caldwell/231-James-Caldwell-High-School/,"265 Westville Avenue, West Caldwell, NJ, 07006
�
4.5
(6 Reviews)"
Cedar Grove High School,https://www.greatschools.org/new-jersey/cedar-grove/285-Cedar-Grove-High-School/,"90 Rugby Road, Cedar Grove, NJ, 07009
�
3.7
(6 Reviews)"
North Star Academy Charter School of Newark,https://www.greatschools.org/new-jersey/newark/3339-North-Star-Academy-Charter-School-Of-Newark/,"10 Washington Place, Newark, NJ, 07102
�
3.6
(27 Reviews)"
Hoboken Charter School,https://www.greatschools.org/new-jersey/hoboken/3347-Hoboken-Charter-School/,"713 Washington Street, Hoboken, NJ, 07030
�
4
(10 Reviews)"
Queen City Academy Charter School,https://www.greatschools.org/new-jersey/plainfield/3405-Queen-City-Academy-Charter-School/,"815 West 7th Street, Plainfield, NJ, 07063
�
4.8
(5 Reviews)"
Delaware Valley Reg High School,https://www.greatschools.org/new-jersey/frenchtown/385-Delaware-Valley-Reg-High-School/,"19 Senator Stout Road, Frenchtown, NJ, 08825
�
3.5
(8 Reviews)"
Dumont High School,https://www.greatschools.org/new-jersey/dumont/413-Dumont-High-School/,"101 New Milford Avenue, Dumont, NJ, 07628
�
5
(1 Reviews)"
East Orange STEM Academy,https://www.greatschools.org/new-jersey/east-orange/441-East-Orange-Campus-9/,"129 Renshaw Avenue, East Orange, NJ, 07017
�
2
(4 Reviews)"
Elizabeth High School,https://www.greatschools.org/new-jersey/elizabeth/507-Elizabeth-High-School/,"40 Morrell Street, Elizabeth, NJ, 07202
�
1.5
(8 Reviews)"
Bronx Preparatory Charter School,https://www.greatschools.org/new-york/bronx/6384-Bronx-Preparatory-Charter-School/,"3872 3RD AVE, The Bronx, NY, 10457
�
1.6
(8 Reviews)"
The Michael J Petrides School,https://www.greatschools.org/new-york/staten-island/6830-The-Michael-J-Petrides-School/,"715 Ocean Terrace, Staten Island, NY, 10301
�
4.1
(21 Reviews)"
Belmont Preparatory High School,https://www.greatschools.org/new-york/bronx/6952-Belmont-Preperatory-High-School/,"500 East Fordham Road, The Bronx, NY, 10458
�
3
(8 Reviews)"
Fordham Leadership Academy for Business & Technology,https://www.greatschools.org/new-york/bronx/6954-Fordham-Leadership-Academy-For-Business--Technology/,"500 E FORDHAM RD, The Bronx, NY, 10458
�
5
(2 Reviews)"
Bronx High School Law And Community Services,https://www.greatschools.org/new-york/bronx/6955-Bronx-High-School-Law-And-Community-Services/,"500 E FORDHAM RD, The Bronx, NY, 10458
�
3
(2 Reviews)"
Discovery High School,https://www.greatschools.org/new-york/bronx/7706-Discovery-High-School/,"2780 RESERVOIR AVE, The Bronx, NY, 10468
�
4.1
(10 Reviews)"
Queens High School Of Teaching Liberal Arts And Sc,https://www.greatschools.org/new-york/queens/7737-Queens-High-School-Of-Teaching-Liberal-Arts-And-Sc/,"74-20 COMMONWEALTH BLVD, Bellerose, NY, 11426
�
4.3
(8 Reviews)"
Brooklyn Secondary School For Collaborative Studie,https://www.greatschools.org/new-york/brooklyn/7947-Brooklyn-Secondary-School-For-Collaborative-Studie/,"610 Henry Street, Brooklyn, NY, 11231
�
4.1
(8 Reviews)"
Urban Assembly Academy Of Government And Law,https://www.greatschools.org/new-york/new-york/8182-Urban-Assembly-Academy-Of-Government-And-Law/,"350 Grand Street, New York, NY, 10002
�
5
(1 Reviews)"
Harlem Children's Zone Promise Academy II Charter,https://www.greatschools.org/new-york/new-york/8309-Harlem-Children-S-Zone-Promise-Academy-Ii-Charter/,"2005 Madison Avenue, New York, NY, 10035
�
1.8
(4 Reviews)"
Young Women's Leadership School of Queens,https://www.greatschools.org/new-york/queens/8332-Young-Womens-Leadership-School-Of-Queens/,"150-91 87th Road, Queens, NY, 11432"
New Heights Academy Charter School,https://www.greatschools.org/new-york/new-york/8336-New-Heights-Academy-Charter-School/,"1818 Amsterdam Avenue, New York, NY, 10031
�
3.1
(19 Reviews)"
Pathways College Preparatory School: A College Board School,https://www.greatschools.org/new-york/queens/8337-Pathways-College-Preparatory-School-A-College-Board-School/,"109-89 204TH ST, Queens, NY, 11412
�
3.1
(20 Reviews)"
South Bronx Preparatory A College Board School,https://www.greatschools.org/new-york/bronx/8339-South-Bronx-Preparatory---A-College-Board-School/,"360 E 145TH ST, The Bronx, NY, 10454
�
3.4
(5 Reviews)"
Pharos Academy Charter School,https://www.greatschools.org/new-york/bronx/8354-Bronx-Lighthouse-Charter-School/,"1001 INTERVALE AVE, The Bronx, NY, 10459
�
2.8
(16 Reviews)"
Eagle Academy for Young Men,https://www.greatschools.org/new-york/bronx/8361-Eagle-Academy-For-Young-Men/,"4143 3RD AVE, The Bronx, NY, 10457
�
3.8
(6 Reviews)"
Bronx Health Sciences High School,https://www.greatschools.org/new-york/bronx/8373-Bronx-Health-Sciences-High-School/,"750 BAYCHESTER AVE, The Bronx, NY, 10475
�
2.3
(11 Reviews)"
Achievement First Crown Heights Charter School,https://www.greatschools.org/new-york/brooklyn/8422-Achievement-First-Crown-Heights-Charter-School/,"790 East New York Avenue, Brooklyn, NY, 11203
�
2.9
(20 Reviews)"
Performing Arts and Technology High School,https://www.greatschools.org/new-york/brooklyn/8426-Performing-Arts-And-Technology-High-School/,"400 Pennsylvania Avenue, Brooklyn, NY, 11207
�
5
(1 Reviews)"
Channel View School For Research,https://www.greatschools.org/new-york/queens/8442-Channel-View-School-For-Research/,"100-00 Beach Channel Drive, Queens, NY, 11694
�
2.2
(6 Reviews)"
Excelsior Preparatorty High School,https://www.greatschools.org/new-york/queens/8444-Excelsior-Preparatorty-High-School/,"143-10 SPRINGFIELD BLVD, Queens, NY, 11413
�
3.8
(8 Reviews)"
Charter School Of Educational Excellence,https://www.greatschools.org/new-york/yonkers/8471-Charter-School-Of-Educational-Excellence/,"260 Warburton Avenue, Yonkers, NY, 10701
�
3.9
(9 Reviews)"
Facing History School,https://www.greatschools.org/new-york/new-york/8768-Facing-History-School/,"525 West 50th Street, New York, NY, 10019
�
5
(2 Reviews)"
Bronx Center For Science And Mathematics,https://www.greatschools.org/new-york/bronx/8783-Bronx-Center-For-Science-And-Mathematics/,"1363 Fulton Avenue, The Bronx, NY, 10456
�
4.6
(5 Reviews)"
Leadership Preparatory Bedford Stuyvesant Charter School,https://www.greatschools.org/new-york/brooklyn/8797-Leadership-Preparatory-Bedford-Stuyvesant-Charter-School/,"141 Macon Street, Brooklyn, NY, 11216
�
4.4
(27 Reviews)"
Williamsburg High School of Art and Technology (The),https://www.greatschools.org/new-york/brooklyn/8800-Green-School-An-Academy-For-Environmental-Careers/,"223 Graham Avenue, Brooklyn, NY, 11206
�
4.3
(4 Reviews)"
Young Womens Leadership School,https://www.greatschools.org/new-york/queens/8826-Young-Womens-Leadership-School/,"23-15 NEWTOWN AVE, Queens, NY, 11105
�
3.7
(3 Reviews)"
Knowledge And Power Prep Academy International High School,https://www.greatschools.org/new-york/bronx/8923-Knowledge-And-Power-Prep-Academy-International-High-School/,"500 E FORDHAM RD, The Bronx, NY, 10458
�
4.5
(2 Reviews)"
Kings Collegiate Charter School,https://www.greatschools.org/new-york/brooklyn/8944-Kings-Collegiate-Charter-School/,"905 Winthrop Street, Brooklyn, NY, 11203
�
5
(4 Reviews)"
Leaders High School,https://www.greatschools.org/new-york/brooklyn/8957-Expeditionary-Learning-School-For-Community-Leader/,"2630 Benson Avenue, Brooklyn, NY, 11214"
Denzel Washington School-Arts,https://www.greatschools.org/new-york/mount-vernon/8990-Thornton-High-School/,"121 South 6th Avenue, Mount Vernon, NY, 10550
�
4.5
(2 Reviews)"
Emerson Jr Sr High School,https://www.greatschools.org/new-jersey/emerson/537-Emerson-Jr-Sr-High-School/,"131 Main Street, Emerson, NJ, 07630
�
2
(4 Reviews)"
J. M. Wright Technical High School,https://www.greatschools.org/connecticut/stamford/12-J.-M.-Wright-Technical-High-School/,"120 Bridge Street, Stamford, CT, 06905
�
3.3
(7 Reviews)"
Achievement First Bridgeport Academy,https://www.greatschools.org/connecticut/bridgeport/3117-Achievement-First-Bridgeport-Academy/,"655 Stillman Street, Bridgeport, CT, 06608
�
4
(10 Reviews)"
Information Technology And Software Engineering High School,https://www.greatschools.org/connecticut/bridgeport/3693-Information-Technology-And-Software-Engineering-High-School/,"840 Old Town Road, Bridgeport, CT, 06606"
Capital Preparatory Harbor School Inc.,https://www.greatschools.org/connecticut/bridgeport/3883-Capital-Preparatory-Harbor-School-Inc./,"777 Main Street, Bridgeport, CT, 06604"
Essex County Newark Tech,https://www.greatschools.org/new-jersey/newark/547-West-Market-Street-Vocational-School/,"91 West Market Street, Newark, NJ, 07103"
Freehold Borough High School,https://www.greatschools.org/new-jersey/freehold/627-Freehold-Borough-High-School/,"2 Robertsville Road, Freehold, NJ, 07728
�
4
(4 Reviews)"
Plainfield Academy for the Arts & Advanced Studies,https://www.greatschools.org/new-jersey/plainfield/6917-Paaas/,"1700 West Front Street, Plainfield, NJ, 07063
�
2.8
(6 Reviews)"
Hackettstown High School,https://www.greatschools.org/new-jersey/hackettstown/704-Hackettstown-High-School/,"599 Warren Street, Hackettstown, NJ, 07840
�
1.4
(5 Reviews)"
Bergen Arts And Sciences Charter School,https://www.greatschools.org/new-jersey/garfield/7062-Bergen-Arts-And-Sciences-Charter-School/,"200 Macarthur Avenue, Garfield, NJ, 07026
�
4.7
(3 Reviews)"
A Hamilton Preparatory Academy,https://www.greatschools.org/new-jersey/elizabeth/7069-A-Hamilton-Preparatory-Academy/,"310 Cherry Street, Elizabeth, NJ, 07208
�
5
(2 Reviews)"
Academy of Career and Technical Education,https://www.greatschools.org/new-jersey/secaucus/7106-Academy-Of-Career-And-Technical-Education/,"One High Tech Way, Secaucus, NJ, 07094
�
3.5
(2 Reviews)"
Mdsx Co Voc Eb Career Development,https://www.greatschools.org/new-jersey/east-brunswick/7119-Middlesex-Co-Voc-School-East-Bruns.-School-Of-Career-Develop/,"112 Rues Lane, East Brunswick, NJ, 08816"
High Point Regional High School,https://www.greatschools.org/new-jersey/wantage/783-High-Point-Regional-High-School/,"299 Pidgeon Hill Road, Sussex, NJ, 07461
�
3.7
(6 Reviews)"
Highland Park High School,https://www.greatschools.org/new-jersey/highland-park/784-Highland-Park-High-School/,"102 North 5th Avenue, Highland Park, NJ, 08904
�
3.7
(9 Reviews)"
Jackson Memorial High School,https://www.greatschools.org/new-jersey/jackson-township/856-Jackson-Memorial-High-School/,"101 Don Connor Boulevard, Jackson Township, NJ, 08527
�
3.6
(7 Reviews)"
College Achieve Central Charter School,https://www.greatschools.org/new-jersey/plainfield/8825-College-Achieve-Central-Charter-School/,"365 Emerson Avenue, Plainfield, NJ, 07062
�
1
(2 Reviews)"
Lakeland Reg High School,https://www.greatschools.org/new-jersey/wanaque/942-Lakeland-Reg-High-School/,"205 Conklintown Road, Wanaque, NJ, 07465
�
2.5
(10 Reviews)"
Lenape Val Regional High School,https://www.greatschools.org/new-jersey/stanhope/967-Lenape-Val-Regional-High-School/,"28 Sparta Road, Stanhope, NJ, 07874
�
3.2
(6 Reviews)"
Huntington High School,https://www.greatschools.org/new-york/huntington/1211-Huntington-High-School/,"188 Oakwood Rd, Huntington, NY, 11743
�
4.5
(10 Reviews)"
Manhattan Business Academy,https://www.greatschools.org/new-york/new-york/13271-Manhattan-Business-Academy/,"351 West 18th Street, New York, NY, 10011
�
4.5
(2 Reviews)"
The Global Learning Collaborative,https://www.greatschools.org/new-york/new-york/13278-The-Global-Learning-Collaborative/,"145 West 84th Street, New York, NY, 10024
�
3.2
(5 Reviews)"
Bronx Early College Academy,https://www.greatschools.org/new-york/bronx/13301-Bronx-Early-College-Academy-For-Teaching-And-Learn/,"250 East 164th Street, The Bronx, NY, 10456
�
4.7
(3 Reviews)"
Brooklyn Lab School,https://www.greatschools.org/new-york/new-york/13344-Brooklyn-Lab-School/,"999 Jamaica Avenue, Brooklyn, NY, 11208
�
5
(2 Reviews)"
Queens High School For Information Research And T,https://www.greatschools.org/new-york/queens/13369-Queens-High-School-For-Information-Research-And-T/,"8-21 BAY 25TH ST, Queens, NY, 11691"
Queens Collegiate A College Board School,https://www.greatschools.org/new-york/queens/13373-Queens-Collegiate---A-College-Board-School/,"167-01 GOTHIC DR, Queens, NY, 11432
�
3.4
(9 Reviews)"
Evergreen Charter School,https://www.greatschools.org/new-york/hempstead/13397-Evergreen-Charter-School/,"605 Peninsula Boulevard, Hempstead, NY, 11550
�
3.6
(8 Reviews)"
Nyc Charter High School Architecture Engineering Construc,https://www.greatschools.org/new-york/bronx/13408-Nyc-Charter-High-School-Architecture-Engineering-Construc/,"838 BROOK AVE, The Bronx, NY, 10451
�
3.8
(4 Reviews)"
Summit Academy Charter School,https://www.greatschools.org/new-york/brooklyn/13423-Summit-Academy-Charter-School/,"27 Huntington Street, Brooklyn, NY, 11231
�
3.2
(12 Reviews)"
Excellence Girls Charter School,https://www.greatschools.org/new-york/brooklyn/13426-Excellence-Girls-Charter-School/,"794 Monroe Street, Brooklyn, NY, 11221
�
4.8
(12 Reviews)"
Coney Island Preparatory Public Charter School,https://www.greatschools.org/new-york/brooklyn/13431-Coney-Island-Preparatory-Public-Charter-School/,"501 West Avenue, Brooklyn, NY, 11224
�
4.7
(129 Reviews)"
John W Lavelle Preparatory Charter School,https://www.greatschools.org/new-york/staten-island/13439-John-W-Lavelle-Preparatory-Charter-School/,"1 CORPORATE COMMONS-1 TELEPORT DR, Staten Island, NY, 10311
�
4.4
(81 Reviews)"
Nuasin Next Generation Charter School,https://www.greatschools.org/new-york/bronx/13451-METROPOLITAN-LIGHTHOUSE-CHARTER-SCHOOL/,"180 W 165TH ST, The Bronx, NY, 10452"
Dr Richard Izquierdo Health and Science Charter School,https://www.greatschools.org/new-york/bronx/13459-Dr-Richard-Izquierdo-Health-And-Science-Charter-School/,"800 HOME ST-RM 205, The Bronx, NY, 10456
�
3.8
(5 Reviews)"
Hillside Arts And Letters Academy,https://www.greatschools.org/new-york/queens/13495-Hillside-Arts-And-Letters-Academy/,"167-01 GOTHIC DR, Queens, NY, 11432
�
2.3
(3 Reviews)"
Murray Hill Academy,https://www.greatschools.org/new-york/new-york/13499-Murray-Hill-Academy/,"111 East 33rd Street, New York, NY, 10016
�
3.6
(7 Reviews)"
Frank McCourt High School,https://www.greatschools.org/new-york/new-york/13500-Frank-Mccourt-High-School/,"145 West 84th Street, New York, NY, 10024
�
3.9
(46 Reviews)"
Metropolitan Expeditionary Learning School,https://www.greatschools.org/new-york/queens/13511-Metropolitan-Expeditionary-Learning-School/,"91-30 METROPOLITAN AVE, Queens, NY, 11375
�
3.9
(21 Reviews)"
Queens Metropolitan High School,https://www.greatschools.org/new-york/queens/13512-Queens-Metropolitan-High-School/,"91-30 METROPOLITAN AVE, Queens, NY, 11375
�
4.5
(8 Reviews)"
Eagle Academy for Young Men III,https://www.greatschools.org/new-york/queens/13523-Eagle-Academy-For-Young-Men-III/,"171-10 LINDEN BLVD, Queens, NY, 11434
�
1
(2 Reviews)"
The New Visions Charter High School For The Humani,https://www.greatschools.org/new-york/new-york/13628-The-New-Visions-Charter-High-School-For-The-Humani/,"99 TERRACE VIEW AVE-RM 360, The Bronx, NY, 10463"
Academy for Young Writers,https://www.greatschools.org/new-york/brooklyn/14143-Academy-For-Young-Writers/,"1065 ELTON ST, Brooklyn, NY, 11208"
Union Square Academy For Health Sciences,https://www.greatschools.org/new-york/new-york/14160-Union-Square-Acad-For-Health-Science/,"40 Irving Place, New York, NY, 10003
�
5
(1 Reviews)"
Harvest Collegiate High School,https://www.greatschools.org/new-york/new-york/14161-Harvest-Collegiate-High-School/,"34 West 14th Street, New York, NY, 10011
�
4.2
(6 Reviews)"
Academy for Software Engineering,https://www.greatschools.org/new-york/new-york/14162-Academy-For-Software-Engineering/,"40 Irving Place, New York, NY, 10003
�
2.4
(8 Reviews)"
New Visions Charter High-Adv Ma/Sci Iv,https://www.greatschools.org/new-york/queens/14210-New-Visions-Charter-High-Adv-Ma-Sci-Iv/,"156-10 BAISLEY BLVD, Queens, NY, 11434"
Brooklyn Institute for Liberal Arts,https://www.greatschools.org/new-york/brooklyn/14222-Brooklyn-Institute-For-Liberal-Arts/,"600 Kingston Avenue, Brooklyn, NY, 11203
�
4
(4 Reviews)"
"Math, Eng, Science Academy Charter High",https://www.greatschools.org/new-york/brooklyn/14242-Math-Eng-Science-Academy-Charter-High/,"231 Palmetto Street, Brooklyn, NY, 11221
�
5
(1 Reviews)"
William Floyd High School,https://www.greatschools.org/new-york/mastic-beach/1597-William-Floyd-High-School/,"240 Mastic Beach Road, Mastic Beach, NY, 11951
�
3.9
(30 Reviews)"
Middletown High School,https://www.greatschools.org/new-york/middletown/1654-Middletown-High-School/,"30 Gardner Avenue Extension, Middletown, NY, 10940
�
3.9
(7 Reviews)"
Rebecca Turner Academy,https://www.greatschools.org/new-york/mount-vernon/1730-Longfellow-School/,"625 South 4th Avenue, Mount Vernon, NY, 10550
�
2
(1 Reviews)"
High School for Environmental Studies,https://www.greatschools.org/new-york/new-york/1790-High-School-For-Environmental-Studies/,"444 West 56th Street, New York, NY, 10019
�
2.2
(29 Reviews)"
Vanguard High School,https://www.greatschools.org/new-york/new-york/1808-Vanguard-High-School/,"317 East 67th Street, New York, NY, 10065
�
3.5
(8 Reviews)"
Bronx River High School,https://www.greatschools.org/new-york/bronx/18101-Bronx-River-High-School/,"3000 E TREMONT AVE, The Bronx, NY, 10461
�
2
(1 Reviews)"
Origins High School,https://www.greatschools.org/new-york/brooklyn/18120-Origins-High-School/,"3000 Avenue X, Brooklyn, NY, 11235
�
1
(1 Reviews)"
World View High School,https://www.greatschools.org/new-york/bronx/18135-World-View-High-School/,"100 W MOSHOLU PKWY S, The Bronx, NY, 10468
�
1
(2 Reviews)"
Urban Assembly Maker Academy,https://www.greatschools.org/new-york/new-york/18162-Urban-Assembly-Maker-Academy/,"411 Pearl Street, New York, NY, 10038
�
4
(1 Reviews)"
Manhattan Early College School For Advertising,https://www.greatschools.org/new-york/new-york/18166-Manhattan-Early-College-School-For-Advertising/,"411 Pearl Street, New York, NY, 10038"
BROOKLYN LABORATORY CHARTER SCHOOL,https://www.greatschools.org/new-york/brooklyn/18172-BROOKLYN-LABORATORY-CHARTER-SCHOOL/,"240 Jay Street, Brooklyn, NY, 11201
�
3.4
(12 Reviews)"
EPIC HIGH SCHOOL NORTH,https://www.greatschools.org/new-york/queens/18180-EPIC-HIGH-SCHOOL-NORTH/,"94-25 117TH ST, Queens, NY, 11419
�
3.3
(3 Reviews)"
EAGLE ACADEMY OF STATEN ISLAND,https://www.greatschools.org/new-york/staten-island/18184-EAGLE-ACADEMY-OF-STATEN-ISLAND/,"101 Warren Street, Staten Island, NY, 10304
�
5
(1 Reviews)"
Legacy College Preparatory Charter,https://www.greatschools.org/new-york/bronx/18357-Legacy-College-Preparatory-Charter/,"400 E 145TH ST, The Bronx, NY, 10454
�
2
(5 Reviews)"
Hostos-Lincoln Academy of Science,https://www.greatschools.org/new-york/bronx/1840-Hostos-Lincoln-Academy-Of-Science/,"600 ST ANNS AVE, The Bronx, NY, 10455
�
3.5
(6 Reviews)"
East New York Family Academy,https://www.greatschools.org/new-york/brooklyn/1849-East-New-York-Family-Academy/,"760 Van Siclen Avenue, Brooklyn, NY, 11207
�
3.8
(9 Reviews)"
